# index, _pos
651,"array([ 6.00073978, -4.02165157])"
652,"array([-21.35515804,  41.96010948])"
653,"array([22.00552602, -8.22757434])"
654,"array([32.14172759,  7.6233314 ])"
655,"array([30.38751089, 19.35591601])"
656,"array([-24.12221537,   8.58488653])"
657,"array([30.14480461, -5.20038155])"
658,"array([ 42.84014759, -32.79013677])"
659,"array([ 28.82238958, -14.94343564])"
660,"array([ 19.55768317, 170.9975802 ])"
661,"array([ 25.73921011, 185.60457595])"
662,"array([ 56.50645935, 120.87680374])"
663,"array([53.29580599, 47.95394575])"
664,"array([55.40429538, 44.85851052])"
665,"array([40.01800814, 99.46026887])"
666,"array([27.14279045, -2.38891382])"
667,"array([ 69.7933001 , -18.50510978])"
668,"array([102.39242771, -44.89182167])"
669,"array([ 51.80644759, -51.56265617])"
670,"array([ 40.90106487, -11.31348498])"
671,"array([35.66605731, 91.97660895])"
672,"array([ 29.38134618, 112.12879572])"
673,"array([  1.72506027, 140.15671679])"
674,"array([   0.38982662, -119.94030942])"
675,"array([   7.9689956, -114.7439446])"
676,"array([15.35803475, 29.54524686])"
677,"array([ 72.17404469, -36.36478964])"
678,"array([ 82.38484577, -12.33832761])"
679,"array([90.11729174, 27.24606998])"
680,"array([ 38.64706443, -35.68280337])"
681,"array([-17.02872408, -27.69144306])"
682,"array([16.72604492, 97.05274696])"
683,"array([ -3.87933465, 107.75955282])"
684,"array([112.30042974,  76.53214782])"
685,"array([ 19.5225393 , -60.14736359])"
686,"array([   2.48981648, -112.52875203])"
687,"array([34.97414936, 21.06777371])"
688,"array([40.44117909, 21.08020997])"
689,"array([  40.48726525, -120.46389856])"
690,"array([ 39.42695497, -66.22708856])"
691,"array([ 34.95295256, -39.77119378])"
692,"array([28.2217819 , 81.83799556])"
693,"array([ 46.72825952, -14.17773654])"
694,"array([26.86243794, 29.9319447 ])"
695,"array([  4.02639013, -37.77710159])"
696,"array([ -3.64719401, -84.03612694])"
697,"array([23.49273065, 10.54234437])"
698,"array([ 38.15758807, -18.65242065])"
699,"array([ 35.41603088, -34.06295018])"
700,"array([ 52.04321891, -37.0156999 ])"
701,"array([ 69.25531435, -55.525023  ])"
702,"array([ 43.08440253, -34.02170175])"
703,"array([ 3.83487481, 72.4614509 ])"
704,"array([ -6.21582186, 108.73961829])"
705,"array([57.88420321, 81.47160221])"
706,"array([  7.92780582, -38.49042591])"
707,"array([  0.18803003, -30.45658205])"
708,"array([ 18.330439  , 130.91789793])"
709,"array([ 54.56083408, 112.32630901])"
710,"array([26.99526859, -1.48531989])"
711,"array([-12.2941352 , -53.99703895])"
712,"array([-40.37815035, -66.48593161])"
713,"array([-77.56286145, -99.20402   ])"
714,"array([41.98933614, 23.22719728])"
715,"array([47.68714768,  6.0655877 ])"
716,"array([50.70349432, 77.4120038 ])"
717,"array([ 71.68316259, -29.60402653])"
718,"array([41.15037737, 35.32973729])"
719,"array([ 36.89839879, -12.72667648])"
720,"array([122.13488809, -13.03160635])"
721,"array([126.84354227, -21.49057856])"
722,"array([16.98501756, 56.85579446])"
723,"array([22.82327374, -2.74203379])"
724,"array([ 48.36025225, -25.60304754])"
725,"array([ 3.00250729, 35.65163582])"
726,"array([ 27.71145805, -12.68220879])"
727,"array([23.76791429, -7.6729281 ])"
728,"array([ 25.11840814, -17.48953593])"
729,"array([ -5.62925181, -69.41209479])"
730,"array([ -9.09004037, -91.20450636])"
731,"array([105.1201517,  -0.1787803])"
732,"array([133.48810441,   8.31918921])"
733,"array([63.62223466, 70.2985237 ])"
734,"array([27.68597546, -2.80941854])"
735,"array([37.59808793, 28.98689833])"
736,"array([-11.29193579,  66.10913959])"
737,"array([30.14393043,  0.23459513])"
738,"array([18.93383988, -7.19002553])"
739,"array([ 38.31751285, -55.44191964])"
740,"array([33.86811285, 17.24487597])"
741,"array([ 1.034867  , 25.73081336])"
742,"array([ 50.6362692 , -44.91721033])"
743,"array([ 82.50564544, -86.66770759])"
744,"array([-26.66221217,  92.80906116])"
745,"array([1.07453823e+02, 7.90266086e-02])"
746,"array([148.00301135,   2.95638916])"
747,"array([ 42.36070545, -35.34405575])"
748,"array([ 38.04738646, -40.43757907])"
749,"array([17.4418026 , 12.67120229])"
750,"array([ 35.83768662, -29.02473794])"
751,"array([  0.67861133, -24.51738651])"
752,"array([23.20036582, -0.42309793])"
753,"array([6.07968125, 1.28250524])"
754,"array([49.86057935, 16.95736306])"
755,"array([23.45563424, 65.42379588])"
756,"array([34.67112726, -4.23406138])"
757,"array([-4.27343043, 58.16157926])"
758,"array([ 33.26002608, -29.80544751])"
759,"array([74.54722255, 96.29574904])"
760,"array([ 8.80323692, 41.25085505])"
761,"array([-21.68659436, -78.2534176 ])"
762,"array([-35.22445336, -74.09502885])"
763,"array([ 90.11076884, -42.40547602])"
764,"array([ 78.00338139, 117.74451903])"
765,"array([ 14.14032838, -13.64198765])"
766,"array([  1.65006692, -63.2439721 ])"
767,"array([42.59475344, -9.10771046])"
768,"array([32.4155296 , 22.42447563])"
769,"array([20.1833068 , 61.68071154])"
770,"array([27.99963723, 33.64321404])"
771,"array([30.83406747,  6.88603646])"
772,"array([82.30564599, 40.4687976 ])"
773,"array([97.95661748, 47.03392381])"
774,"array([ 52.24002482, -31.80290343])"
775,"array([13.77545688, 16.06498687])"
776,"array([29.6767099 ,  2.47384522])"
777,"array([146.40740097, -55.92258749])"
778,"array([61.28896423, 22.09705813])"
779,"array([76.44140378, 15.92606846])"
780,"array([51.27645683, 64.92231518])"
781,"array([ 87.11364201, 105.28172292])"
782,"array([33.19236954, -3.0022592 ])"
783,"array([ 38.32808044, -42.72793957])"
784,"array([ 44.44700332, -52.38293922])"
785,"array([ 49.71337897, -73.10750166])"
786,"array([ 0.78293592, 58.73098869])"
787,"array([ 46.64297804, -41.86729351])"
788,"array([44.73205402, 46.0883429 ])"
789,"array([ 78.01173424, -23.71304373])"
790,"array([ 36.31412726, -16.98617348])"
791,"array([ 33.07683543, -10.15019235])"
792,"array([ 15.44920944, -26.54361632])"
793,"array([ -6.49849678, -25.47645997])"
794,"array([-9.10765359, -1.31776874])"
795,"array([32.33491046, -0.79797887])"
796,"array([79.04183914, 90.70659375])"
797,"array([45.63374388, 64.71043265])"
798,"array([ 21.33873273, -16.67797204])"
799,"array([32.99086734, 24.64522136])"
800,"array([-16.65574661, -72.9425198 ])"
801,"array([17.23334721, -8.18982306])"
802,"array([ 21.07024708, -24.0694256 ])"
803,"array([120.76175595,  43.71390521])"
804,"array([168.09146223,  47.54967966])"
805,"array([31.30073461, 21.26242952])"
806,"array([ 1.23499551, 17.67568323])"
807,"array([104.77339358, -33.87122274])"
808,"array([110.62804114, -43.12309899])"
809,"array([53.84122141, 16.71806142])"
810,"array([65.33409537, 28.00964004])"
811,"array([ -9.3884786, -95.2830696])"
812,"array([ 8.16143458, 37.50424221])"
813,"array([ 42.39362195, 129.74063669])"
814,"array([ 50.70046636, -59.26214754])"
815,"array([  57.55031438, -109.422459  ])"
816,"array([51.79513269, -8.41527754])"
817,"array([ 32.63801853, -31.89742907])"
818,"array([44.82306525, 37.347046  ])"
819,"array([-44.60039462,   4.57654966])"
820,"array([-24.26981925,   1.2741153 ])"
821,"array([ 19.1357587 , -10.12248908])"
822,"array([38.32555366, 21.9914348 ])"
823,"array([38.27237645, -6.42152154])"
824,"array([101.76805277, -29.17183252])"
825,"array([114.79692528, -28.14208583])"
826,"array([-48.47176238, 105.34850318])"
827,"array([ 92.29479319, -50.5302509 ])"
828,"array([ 2.29970989, -9.29789018])"
829,"array([ 85.66381694, -25.08560813])"
830,"array([ 74.1414188 , -20.22173048])"
831,"array([ 30.6265574 , -30.42751183])"
832,"array([ 39.62934101, -35.22176253])"
833,"array([14.20693393, -4.37612099])"
834,"array([12.12266885, -1.93949806])"
835,"array([20.82161247, -8.66860467])"
836,"array([ 41.94477169, -14.96989698])"
837,"array([112.9120281 , -52.61341958])"
838,"array([41.95387527,  9.59332183])"
839,"array([ 37.91447482, -64.7511976 ])"
840,"array([19.80812562, 19.04890254])"
841,"array([ 27.88183284, -10.042454  ])"
842,"array([-52.51739365,  19.92213726])"
843,"array([ -6.95721427, -43.77494071])"
844,"array([87.08307643, 28.35392442])"
845,"array([64.92200054, 86.59237141])"
846,"array([ 38.48774365, -11.247803  ])"
847,"array([37.23849286,  9.78798658])"
848,"array([32.29383057, -7.08373758])"
849,"array([ 52.26316613, -38.34456849])"
850,"array([59.40242295, 41.10778169])"
851,"array([31.25574435,  8.07080214])"
852,"array([80.2908457 , 13.04300704])"
853,"array([ 3.43117835, 89.11409624])"
854,"array([  6.47398402, -50.60750499])"
855,"array([-10.18801648, -92.22694196])"
856,"array([ 42.84756158, -44.18450094])"
857,"array([114.76756094,  18.47116718])"
858,"array([88.78835174, 19.45338057])"
859,"array([46.5610608 , -5.43873109])"
860,"array([ 60.72936135, -26.77129759])"
861,"array([ 40.04063478, -30.48184831])"
862,"array([ 91.2474685 , -90.13995139])"
863,"array([ 23.08097605, -12.43193   ])"
864,"array([37.35273632, -1.9462735 ])"
865,"array([43.18811793, 76.06511877])"
866,"array([ 37.75875141, -10.54873802])"
867,"array([  74.91845657, -133.78096203])"
868,"array([  75.14682286, -120.31245787])"
869,"array([144.92421178, -10.48160295])"
870,"array([186.11443307, -25.12121509])"
871,"array([38.07361162, 32.63264244])"
872,"array([33.04093859, -6.84882149])"
873,"array([ 33.62212856, -42.8548357 ])"
874,"array([  5.54403848, -31.27549079])"
875,"array([-24.80016853, -71.73088404])"
876,"array([48.07625925, -2.69278794])"
877,"array([ 37.27405271, -39.93676675])"
878,"array([ 35.31254717, -11.51869712])"
879,"array([16.98050318,  6.78565   ])"
880,"array([ 44.23860633, -36.69627201])"
881,"array([-69.6360769 ,  19.13103529])"
882,"array([36.56552429,  8.08879818])"
883,"array([21.89875172,  2.92983452])"
884,"array([48.48816591, -8.67328976])"
885,"array([ 39.4186173 , 125.44406683])"
886,"array([ 0.62265079, 73.27493096])"
887,"array([-44.42132378, 109.68408328])"
888,"array([  59.02739427, -104.62215807])"
889,"array([3.14299889, 7.64670214])"
890,"array([  9.21478759, -17.00188023])"
891,"array([ 13.74499771, 112.71732551])"
892,"array([59.15836652, 86.67827244])"
893,"array([ 61.25868771, -33.06092675])"
894,"array([ 10.43682234, 119.5212534 ])"
895,"array([ 15.96129676, -13.00072458])"
896,"array([-37.85165294, -34.44648968])"
897,"array([112.96102525,  60.06122809])"
898,"array([154.20489034,  91.65944134])"
899,"array([29.13281145, -2.76995331])"
900,"array([ 26.31667037, -12.61252485])"
901,"array([-12.02907537, -16.26898619])"
902,"array([37.60508529, 10.64431917])"
903,"array([ 76.80657998, -13.51360418])"
904,"array([22.4029217 , 63.89068969])"
905,"array([-65.28238607,  -7.88533701])"
906,"array([ 3.85658067, 35.64624109])"
907,"array([38.67237832, 27.03597258])"
908,"array([25.54851148, 10.82836849])"
909,"array([37.06113202, 65.85986969])"
910,"array([55.73777899, 96.03526409])"
911,"array([78.25316573, 24.49381087])"
912,"array([90.15726139,  9.45983844])"
913,"array([ -7.15071506, -52.31170156])"
914,"array([57.16402149, 29.70693535])"
915,"array([20.78682338, 87.80903641])"
916,"array([49.21257161, 65.50238285])"
917,"array([14.14436851, 87.80817269])"
918,"array([38.75454681, 31.79182193])"
919,"array([14.35621632, 59.67261038])"
920,"array([-26.60794351, -66.07535998])"
921,"array([-23.24999028, -80.91970933])"
922,"array([52.84594333, -5.76206663])"
923,"array([43.76663114, 13.48658915])"
924,"array([ 35.57487823, -61.62383469])"
925,"array([7.67229922, 1.71540206])"
926,"array([  7.69385155, -30.03686206])"
927,"array([34.70591922, 19.3261269 ])"
928,"array([-1.28281912, 63.61932615])"
929,"array([ 74.12671203, -98.93113883])"
930,"array([  97.0512635 , -137.23765681])"
931,"array([4.70268625, 6.05049556])"
932,"array([43.71091481,  5.21419035])"
933,"array([76.23702209, -4.12418136])"
934,"array([-14.12460727, 104.10692853])"
935,"array([21.26630113, -7.72711434])"
936,"array([132.20939082,  98.00844813])"
937,"array([ 60.52227079, -25.70964487])"
938,"array([ 93.45036967, -44.67005845])"
939,"array([-6.26393562, 66.6418861 ])"
940,"array([44.09011321, 94.67485933])"
941,"array([68.48133548, 24.79586286])"
942,"array([-12.87912554,  33.4251285 ])"
943,"array([125.5121047 ,  62.77505239])"
944,"array([116.41184049,  58.74661505])"
945,"array([34.05508472,  2.17989966])"
946,"array([ 72.91215794, -40.15548002])"
947,"array([109.41661429, -70.81026378])"
948,"array([ 45.43242079, -34.075276  ])"
949,"array([25.59173257,  4.00674379])"
950,"array([35.31913348,  8.01835482])"
951,"array([33.45378445, 91.57020524])"
952,"array([  6.74832745, -18.56721982])"
953,"array([117.46859514,  48.15308263])"
954,"array([43.18294494, 90.27743172])"
955,"array([60.0986506 , 12.79543364])"
956,"array([99.42530048, -1.79285751])"
957,"array([23.46988079, 16.57718544])"
958,"array([30.87540714,  9.37863859])"
959,"array([ 37.30732202, -34.92921843])"
960,"array([  69.35141231, -109.61699568])"
961,"array([  78.30419625, -103.83121868])"
962,"array([76.48487573, 25.81055641])"
963,"array([129.07926306,  27.10687776])"
964,"array([37.09046414, 17.07807602])"
965,"array([34.07494136, 17.95910814])"
966,"array([-72.75053093,   7.89713852])"
967,"array([32.24110347, 56.53928873])"
968,"array([56.9215346 , 26.18373767])"
969,"array([74.592123  , 21.69131259])"
970,"array([33.852456  , 83.94217793])"
971,"array([ 57.18891195, 109.63707649])"
972,"array([82.48284895, 11.82162769])"
973,"array([ 16.31790216, -35.22699607])"
974,"array([106.14475317, -54.13195784])"
975,"array([ 99.16553111, -52.78480021])"
976,"array([10.69085924, 17.02347557])"
977,"array([ 39.09616952, -34.42446053])"
978,"array([ 57.84057893, -72.48941175])"
979,"array([  2.4617959 , -20.13493817])"
980,"array([16.65721516,  2.25202677])"
981,"array([ 86.56050391, 109.3690863 ])"
982,"array([  84.69693373, -130.36258732])"
983,"array([  98.44358258, -169.19488629])"
984,"array([ 8.82674215, 58.61519688])"
985,"array([60.02425066, 45.11488802])"
986,"array([ 19.40251376, -11.63593673])"
987,"array([87.02644772, 68.63942736])"
988,"array([  4.71739091, -20.88233235])"
989,"array([  5.06885696, -70.46638682])"
990,"array([20.26636276, -5.76470246])"
991,"array([16.03366687,  5.94000266])"
992,"array([ 0.66723781, 44.90364869])"
993,"array([-12.3278465,  85.3065074])"
994,"array([-34.45565368,  -6.29278156])"
995,"array([-89.18927018, -17.77065528])"
996,"array([ 20.19221247, -22.31935846])"
997,"array([43.30519012,  7.68439459])"
998,"array([36.46538828, 20.17849678])"
999,"array([63.66766881, 28.72853293])"
1000,"array([44.1612485 , 76.36887404])"
1001,"array([ 66.93880358, 112.24144052])"
1002,"array([28.48974694,  1.98764242])"
1003,"array([27.5475874 , -7.28569646])"
1004,"array([74.10148561, 52.38614358])"
1005,"array([112.56086387,  71.63889489])"
1006,"array([37.07371846, 24.27916253])"
1007,"array([62.8493661 , 90.83985445])"
1008,"array([ 39.98188651, -31.37977883])"
1009,"array([23.08498836,  1.76447029])"
1010,"array([ 18.12019225, 117.47006107])"
1011,"array([ 14.54779699, 156.05611942])"
1012,"array([33.52380863,  2.85824949])"
1013,"array([-8.18959034, 73.70034622])"
1014,"array([ 14.15345048, -18.15221603])"
1015,"array([-34.52539794,   8.80253326])"
1016,"array([-79.03652146,  -8.22844222])"
1017,"array([ 48.63636976, -46.49024906])"
1018,"array([-26.85615193,  -0.83789846])"
1019,"array([15.44740003,  1.05084571])"
1020,"array([ 62.11132311, -87.32169364])"
1021,"array([40.65304265, 19.97767705])"
1022,"array([ 26.1098682 , -17.30070035])"
1023,"array([53.45557416, 26.40246409])"
1024,"array([43.84728085, 77.56453995])"
1025,"array([37.31793714, 45.68319025])"
1026,"array([ 22.98162828, -57.90125158])"
1027,"array([-54.67822236,  25.85734958])"
1028,"array([42.49593562, 21.05647592])"
1029,"array([-0.10770275, 94.01703085])"
1030,"array([-35.72649562, 141.09812981])"
1031,"array([31.35864202, 12.00024135])"
1032,"array([28.95084978,  4.88103234])"
1033,"array([32.84331774,  1.60447487])"
1034,"array([80.27504279, -5.81831946])"
1035,"array([108.81732796, -16.08635282])"
1036,"array([92.65731351, 77.53405072])"
1037,"array([19.09638088, -0.54129196])"
1038,"array([-1.68853909, 29.1783339 ])"
1039,"array([56.22328394, 19.78560097])"
1040,"array([ 6.28771165, 36.1703708 ])"
1041,"array([ 74.20795178, -15.82824267])"
1042,"array([32.45997596, -7.94846596])"
1043,"array([ 28.24486841, -27.03475947])"
1044,"array([24.79833801,  4.08180828])"
1045,"array([-15.54986257,   6.91081084])"
1046,"array([32.13766527, -1.95584649])"
1047,"array([35.26665722, 50.11847345])"
1048,"array([-78.34714245,  57.96869913])"
1049,"array([29.15422562, 52.50190236])"
1050,"array([ 21.05457592, 131.07061622])"
1051,"array([51.45322834, 29.77214011])"
1052,"array([51.76061593, 59.38455343])"
1053,"array([ 41.89347033, -47.05189462])"
1054,"array([ 47.22104895, -87.59355785])"
1055,"array([57.79280275, 87.39574377])"
1056,"array([ 69.03220932, 131.06828356])"
1057,"array([ 46.38819927, -35.11502344])"
1058,"array([-14.05734803, -31.65697686])"
1059,"array([-33.50202002, -41.81388657])"
1060,"array([101.36732911,  87.41357254])"
1061,"array([35.47579548, 26.83459737])"
1062,"array([ 65.58530161, 128.04179381])"
1063,"array([29.19490641, 10.68219851])"
1064,"array([-63.01844863,  63.14146208])"
1065,"array([37.41782872, 38.44833113])"
1066,"array([ 30.658224  , -19.41745831])"
1067,"array([23.52345961, 92.08282688])"
1068,"array([-10.67211001, 123.62429884])"
1069,"array([ 92.03158379, -42.11823508])"
1070,"array([21.74121576, 59.20145457])"
1071,"array([ 9.12893083, 89.93872927])"
